day.dec,latitude,N/S,longitude,E/W,GPSfix,NSats,HDOP,elevation
736382.6753935185,37.905620166666665,N,107.70793516666667,W,1,8,1.35,3350.3
736382.6754050925,37.905619333333334,N,107.70793816666666,W,1,8,1.35,3350.3
736382.6754166667,37.9056185,N,107.7079355,W,1,8,1.35,3350.0
736382.6754282408,37.90561616666667,N,107.7079345,W,1,8,1.35,3350.0
736382.6754398148,37.9056155,N,107.70793466666667,W,1,8,1.35,3350.2
736382.6754513889,37.905614166666666,N,107.707935,W,1,8,1.35,3350.3
736382.675462963,37.905612166666664,N,107.70793633333334,W,1,8,1.35,3350.5
736382.6754745371,37.9056115,N,107.707937,W,1,8,1.35,3350.7
736382.6754861111,37.905610833333334,N,107.70793683333333,W,1,8,1.35,3350.6
736382.6754976852,37.90561066666667,N,107.707936,W,1,8,1.35,3350.6
736382.6755092592,37.905609166666665,N,107.70793566666667,W,1,8,1.35,3350.4
736382.6755208333,37.905608,N,107.70793666666667,W,1,8,1.35,3350.3
736382.6755324074,37.905607333333336,N,107.70793533333334,W,1,8,1.35,3350.0
736382.6755439815,37.905606166666665,N,107.70793483333334,W,1,8,1.35,3350.0
736382.6755555555,37.90560416666667,N,107.707934,W,1,8,1.35,3349.9
736382.6755671296,37.90560216666667,N,107.70793333333333,W,1,8,1.35,3349.8
736382.6755787038,37.9055995,N,107.70793283333333,W,1,8,1.35,3349.7
736382.6755902778,37.905598,N,107.70793316666666,W,1,8,1.36,3349.6
736382.6756018519,37.90559566666667,N,107.70793566666667,W,1,8,1.36,3349.7
736382.6756134259,37.905593833333334,N,107.70793666666667,W,1,8,1.36,3349.6
736382.675625,37.90558983333333,N,107.70793916666666,W,1,8,1.35,3349.7
736382.675636574,37.90558583333333,N,107.70794133333334,W,1,8,1.35,3349.8
736382.6756481482,37.905582333333335,N,107.70794366666667,W,1,8,1.35,3349.8
736382.6756597222,37.90557883333334,N,107.7079455,W,1,8,1.35,3349.8
736382.6756712963,37.905577666666666,N,107.707947,W,1,8,1.35,3350.0
736382.6756828703,37.905577666666666,N,107.7079475,W,1,8,1.35,3349.8
736382.6756944444,37.90557783333333,N,107.7079465,W,1,8,1.35,3349.5
736382.6757060185,37.90557783333333,N,107.7079455,W,1,8,1.35,3349.4
736382.6757175926,37.9055785,N,107.70794333333333,W,1,8,1.35,3348.9
736382.6757291667,37.90557866666666,N,107.707942,W,1,8,1.35,3348.4
